business_id,name,latitude,longitude,stars,review_count,is_open
noByYNtDLQAra9ccqxdfDw,H&M,34.4202089255,-119.7004597389,3.0,24,1
tMkwHmWFUEXrC9ZduonpTg,The Green Pheasant,36.1598858,-86.7731974,4.0,161,0
QdN72BWoyFypdGJhhI5r7g,Bar One,39.9398245705,-75.1574465632,4.0,65,0
sqSqqLy0sN8n2IZrAbzidQ,Domino's Pizza,36.4647467622,-86.6591868908,3.5,8,1
fvWn8oXXwbj2l79cochZyw,Altitude Trampoline Park - Boise,43.6167635,-116.2853821,5.0,30,1
Mjboz24M9NlBeiOJKLEd_Q,DeSandro on Main,40.0224662,-75.218314,3.0,41,0
8sshLb4UU7emeUDvtJWnpA,DanceLine,40.0415845065,-75.4849526577,4.5,11,1
kV_Q1oqis8Qli8dUoGpTyQ,Ardmore Pizza,40.0067071,-75.289671,3.5,109,1
w_AMNoI1iG9eay7ncmc67w,River 127,29.951359,-90.0646715,3.0,12,1
aPNXGTDkf-4bjhyMBQxqpQ,Craft Hall,39.9625821,-75.1356571,3.5,65,1
2xVsWBNFwZOxIOdd9Mwnww,Cheeseburger In Paradise,40.029962,-75.630607,2.5,20,0
mGFsPRHdE6SMV1gYQ6GzgQ,T-Mobile,39.822176,-75.546007,2.0,6,1
LcAozWCMLGjwRbokaJAKMg,Edwardsville Children's Museum,38.8043945,-89.9497332,4.5,12,1
fSCNwMtNNQY9QT69Cj9fiA,Sierra Pro Events,39.5401545,-119.7483949,5.0,7,1
x1mhq4IpWctQOBM06dU8vg,Diamond Hair Company,39.7874644177,-86.2514209,1.5,25,1
ljxNT9p0y7YMPx0fcNBGig,Tony's Restaurant & 3rd Street Cafe,38.896563,-90.1862032987,3.0,94,1
lwItZ1Ck3KtpCgG4CPFmpQ,Stomel Elliot Attorney-At-Law,39.915478,-75.016973,5.0,5,1
Kq51_lGAgAigqmENITTr-A,Bala Better Health,40.00687,-75.217262,4.0,13,1
mglME3E7esPSpIF5bias8w,Pier 1,39.9152704301,-75.3426812589,2.5,8,0
wghnIlMb_i5U46HMBGx9ig,China Dragon Restaurant,32.1323047,-110.9999851,3.0,23,0
JX4tUpd09YFchLBuI43lGw,Naked Cyber Cafe & Espresso Bar,53.5446819,-113.506589,4.0,12,1
lk9IwjZXqUMqqOhM774DtQ,Caviar & Bananas,36.1483712,-86.7988947,3.5,159,0
bCBPXIVfVzBZBEpFu29dcg,All In Shipping,38.5175856,-90.0219285,5.0,5,1
ABxoFuzZy5mqQ8C5FJJajQ,Core de Roma,40.0283575,-75.2380841,5.0,12,1
Hwt3_mOEmU-t--ywcemnMg,Gold's Gym,27.8083394,-82.6361678,3.0,17,0
REwfwz-_-CMQ7Np5UVi9Qg,Jennie Deckert,39.9693,-86.1650024,5.0,7,1
5BmQX4UVJY19mMtafMg7JA,Breadland Organic Whole Grain Bakery,53.547205,-113.522448,4.0,23,1
cVBxfMC4lp3DnocjYA3FHQ,Paws The Cat Cafe,53.5496333,-113.5087799,5.0,20,0
0qNpTGTcqPwOLi2hADx4Xw,Charlie's Market,28.0103596,-82.4300416,3.0,9,1
xM6LoUcnpDpMBzXs_7dXAg,Fairfield Inn & Suites,39.8562475317,-75.6946098804,3.0,37,1
txyXRytGjwOXvS8s4sc-WA,Smoothie King,32.186794,-110.954765,3.0,29,1
DQ7PyYlp2bX96WZa7TcaWQ,LensCrafters,40.1161788,-75.2825254,2.5,8,1
uI9XODGY_2_ieTE6xJ0myw,Roman Forum,28.0462028173,-82.5050526736,4.0,23,0
JgpnXv_0XhV3SfbfB50nxw,Joe's Pizza,27.9605142,-82.506127,4.0,35,0
Si6LXSR9gvAbmgO5DzV2cw,Lafitte's Landing Seafood House,29.8754822266,-90.04938,2.5,38,0
seKihQKpGGnCeLuELRQPSQ,Twin Peaks,39.9062952,-86.0474634,3.5,257,1
L_TT0BFmFwORAMaA83K54A,Village Tap Room,39.8699114,-86.1435773,2.5,23,0
mjWvAkNqoA6Y5P03sDSzfA,Educational Outfitters,27.9954501644,-82.5081187,2.0,10,1
qfWJmJ0g96eM_fWma3ja0g,Doc Magrogan's Oyster House - West Chester,39.9615417,-75.6036042,3.0,114,0
uczmbBk5O3tYhGue13dCDg,New Orleans Spirit Tours,29.958431,-90.065173,4.0,38,1
n7AQvGvNHlmun3kqXeBKVQ,Roy's Appliance Service,43.6434944,-116.4360004,5.0,5,1
eYxGFkxo6m3SYGVTh5m2nQ,Big Boyz Toyz Motorcycle Rentals,32.2503237,-110.9036553,4.5,8,1
lOP3HxdUTaq0eXhwR_KC-w,Sweet Things Chocolates,39.913292,-86.20083,4.0,13,1
KWA2qtdwVEkMpd5soSKaGA,Publix Super Market,28.3326007,-82.6681066,3.5,7,0
gbN4RuUiiBxQ2GBFQ2p3Cw,Mr. Margarita,39.5139704538,-119.8472038094,5.0,7,1
B2qqjCl_BNNnXvWWfpFiLA,Pottery Barn Kids,36.1036135,-86.8162678,1.5,13,1
7PDi_iyik3jraDAzWwwR4Q,Chase JP Morgan Bank Credit Card Services,39.749361,-75.643331,1.5,111,1
8rb-3VYXE37IZix4yOdskw,Sharky's Sports Bar & Grill,39.6968014,-74.9998214,2.5,29,1
9Rww8yE6Dm4dSMEq09nwXg,Holly Nails & Spa,27.8553467494,-82.7363080904,4.5,16,1
aCDY7vXYMs54EbYuQScsnQ,39 North Taproom & Grill,39.9036968861,-75.2949812448,4.5,25,1
-4dYswJy7SPcbcERvitmIg,Pathmark,39.9404026,-75.1932966,2.5,34,0
mFTaYsRDyeFaY2NDLfSaAA,River City Games,53.4893123495,-113.4855665582,4.5,5,1
x9K0RfZaT_zlw6DklBDzjw,Gavi Italian Restaurant,32.221667,-110.925833,3.5,9,0
pJfh3Ct8iL58NZa8ta-a5w,Top Shelf Sports Lounge,28.1962523878,-82.3806153496,4.5,95,1
cvP_vh_bOLbCY3eoY1Xw-A,Fishers Freedom Festival,39.958734,-86.016966,4.5,7,0
7clCBgNbd-x2Wj96lZ6Mjw,Bier Brewery and Tap Room,39.8755319,-86.0828565,4.5,139,1
ppFCk9aQkM338Rgwpl2F5A,Wawa,39.954573,-75.1948936,3.0,56,1
NZ_bFJma7brQUfln5h1UAg,Super Sushi Kyo Hin,40.0416285,-74.8258209,3.5,6,0
eMjnw_7wp-CscyNh6Lu0ZA,AM&PM Locksmith,40.0723302045,-75.0484833435,4.5,58,1
IDtLPgUrqorrpqSLdfMhZQ,Helena Avenue Bakery,34.4144445,-119.6906718,4.0,389,1
sE6jSnvMts_MAn-b4OkMAw,K-9 Groom Room,38.7162443,-89.8858296,4.0,5,1
YNjyv0gfOr2g8lbmUpTnKg,Copper Vine,29.9506467229,-90.0744274301,4.5,350,1
LhpPSrulqVeTyJeK2xydvQ,Fresh Fruits & Salads,39.9466899,-75.123327,4.5,6,1
oaboaRBUgGjbo2kfUIKDLQ,Mike's Ice Cream,36.1626492,-86.7759733,4.5,593,1
-ZXYcCyDjj1QimnJyGtYtg,Gilley's Antique Mall,39.6949931921,-86.4230714504,4.5,24,1
nUqrF-h9S7myCcvNDecOvw,Iron Horse Auto Body,34.4196198,-119.6770319,4.5,32,1
vR9_bhoszcpXbB_APv6Xlw,James Dant,39.7709745063,-86.0711718384,5.0,31,1
RK6-cJ9hj53RzOlCBmpT-g,Impasto,27.890814,-82.5023464,5.0,5,1
ZM46RDLXaFNo_z6t-j_L4w,Absolutely Perfect Inc,40.1131212,-74.9145975,3.5,5,1
pEm4xNCk8d0TF6A1gi-WDQ,TKO DJs,38.6135761,-90.3223828,3.5,17,1
J_ksUDPpzPwfTGtI4zTRnQ,Riverview Room,29.9559253,-90.0629624,4.5,7,1
knQ4vIgx-r85kjlWVVjcpQ,Silver and Blue Outfitters,39.476518,-119.7840369,4.5,5,1
U2Tzy6J9aAAg9pzXsgdkvg,Premier Mortgage Resources,43.6141936,-116.3525001,5.0,6,1
1MeIwdbTnZOBFCKOrgaxuw,Ricardo's Italian Cafe,38.6172724,-90.2127841,3.5,80,0
8KMIT0NXu30Jz5Ojo5uxaw,Cornerstone Physical Therapy Associates,40.0722036,-74.9644197,5.0,6,1
jiLGdnf42eYftkqfU2ze1w,Saks Fifth Avenue,39.913836,-86.1079073,3.5,29,1
EuRGgOwJ0g1vTj2R04j37Q,Crafty Crab,38.6012982,-89.9896835,2.5,14,1
TLZ3-eDPLhUzfsWO4ad6Ug,Mahony's Po-Boys & Seafood,29.9554151,-90.0700619,4.0,382,1
Dy91wdWkwtI_qgjAIZ0Niw,Taqueria Los Primos,39.7320886,-75.6256733,4.0,23,1
2Bi3ef7c0CrLxHD_-yy_tw,AIM Mail Center,32.4263727,-110.9592405,3.0,13,1
vje0KIiE7vtpx7JzmBx5LQ,The Pearl,27.7694046,-82.767317,4.0,129,1
2n9HHBxG7yAyAUwXXa49aw,Mighty Dustless,40.1690207,-75.0093159,4.0,5,1
kK2i5Xyd9SOpF5pCFilbcg,Swat Pest Control,40.2844964,-75.207999,4.5,7,1
I6DCYks9lqZeoZiVzW7PmA,Its Sold Here,40.1428489,-75.1143791,1.5,10,1
VrGxoSNZfSiT-G4OqRRGIw,Sunset 44 Bistro,38.5832229,-90.4071872,4.0,73,1
H0NEOp4e3Zu598u6kO3y0g,America's Best Contacts & Eyeglasses,39.824552,-74.929032,3.5,17,1
sB45WFgysT617bKWP_WJwA,Budweiser Brewery Experience,38.6001971,-90.2135377,4.5,605,1
Fk1xpM7fjqEJ4paqk5ZFSg,Jamba Juice,43.6478323,-116.3520706,3.0,19,0
4dVrWc4Nhuw9apfk9BWEcA,Walmart Supercenter,28.1477204,-82.7425681,2.0,29,1
xfmkEGiIERBaBMLhw-dTCg,Walmart Vision & Glasses,39.9198090864,-75.157802746,4.5,6,1
NTf_U8kYu9PAE2cZGJqtJg,Mirror Lake Community Library,27.7747314,-82.6402836,3.5,6,1
kk_oEw1j3xQ-cJaAII8A0Q,Giant Food Store,40.1490655,-75.3060284,3.0,29,1
RXpADfOCZBGi82-CGxYdsw,Monogram Express,30.0032388544,-90.146487573,4.5,8,1
qFX8IdomeBVhDPCSyz2aRg,Nashville Delivers,36.002397,-86.7023814,3.5,7,1
bYjnX_J1bHZob10DoSFkqQ,Tinkle Belle Diaper Service,34.420334,-119.7107494,5.0,17,1
luGY5CJlb4CJ3LrBcSXMPA,Desert Design Center,32.2358661,-110.9036755,3.0,5,1
VZzivJEbmHItOxNXJB3SpA,Subway,36.0263631408,-86.7894728157,2.5,14,1
iPSPcprSnkLOuL1Ns8UZZA,Pete's Barber Shop,39.9748805,-75.1832618,4.5,12,1
Q3kQYhkYxSRyYyeBgtk--A,Cook's Glass & Mirror,39.7500892,-86.2575225,5.0,5,1
wEfK2HIYNzkA1QYfUjHBaw,Leslie's,32.2215422,-110.8221011,2.5,15,1
anLQj9AM8vjbcLSIE0iUgg,Papa Murphy's,32.3385723,-111.0107602,4.0,22,1
BVo_36t3z7vfXp3XGgJkOg,Sears Auto Center,30.0042804,-90.1813221,1.5,37,0
P8brGDYVWjeW9GrKixH0yQ,Laser Spine Institute,27.9586132,-82.5325949,3.0,36,0
Cdytv_YhJO0W0Ab8t2xLtg,Nipper's Pub,39.8444681,-75.1248703,3.5,29,1
3BJxm-HnvzdwD1zjmSbmyQ,Golden Chopstick Chinese Restaurant,39.963077709,-75.1680274529,3.0,137,1
FRYkg_JvsWU9xIXZsEZcVA,Altamura,29.9333877563,-90.079498291,3.5,27,0
9C2rpb56aQvW0ViZHK9sPw,Home Plate Sports Pub,32.206315,-110.887843,3.5,56,1
k0yyD71s2F2eEKWRdkZ6jA,Cold Stone Creamery,39.7628744,-86.3257127,3.0,19,1
dM5OKNzk9AL2aiq-fV-SYg,Walmart Supercenter,39.8591499,-86.3964221,1.5,14,1
qdYfHRsZdcz4Bun4f9Ijaw,Norristown Car Wash,40.140914,-75.3123146,2.0,8,1
Y6t4pnKm5LF8y5ChHA27ow,Meineke Car Care Center,28.1961683557,-82.464425454,4.5,27,1
E_kLUlU60fzoZYAOxbH_3w,Pain Institute of Southern Arizona,32.2891826,-110.9572299,2.5,43,1
txiXR1YfMyk-5S4ZzOVIhQ,Advance Financial,36.1676590439,-86.6582959,2.0,7,1
0vCsslN-TYnDeOSNT4rIfg,Whole Foods Market,39.999084,-86.131076,3.5,44,1
zFvqulgAYOpSG2t1v8AZ-w,The Cake Drip,27.935753,-82.4764699,4.0,40,1
SZU9c8V2GuREDN5KgyHFJw,Santa Barbara Shellfish Company,34.4087147,-119.6850187,4.0,2404,1
GWGXTKR0Fhdvzf_isDqJug,"David Gower, Jr.  - Coldwell Banker Preferred",39.9490268625,-75.1471895999,5.0,17,1
-aeZuatjCDMV1X4gCTz9Ug,David Thomas Trailways,40.1064092,-74.9739371,4.5,6,1
PYW8Buz8S8LpjIe6mZTAcw,Payless Liquors,39.632279734,-86.158674289,3.5,13,1
Lx8ZYUJ_-3Aa8N821mN1WQ,ALM Kainan,39.5371788,-119.7355322,4.0,13,0
M_THnNDHs29aylcK-JqS1A,Professional Healthcare of Pinellas,27.7713566,-82.6586115,1.5,6,1
uCQqtYW_xc1EJRm7NyakdA,Yogurt Beach,39.523904,-119.777525,4.5,12,1
9LLxOjEhLNcdx8i4lL6EUQ,Banfield Pet Hospital,39.6531323637,-86.135859,2.0,10,1
h-y5azB-VlQAT3m7Ff2g2Q,P's & Q's - Premium Quality,39.942515,-75.156468,5.0,16,1
XHTgtBSwLnwRHzKSbea2Fg,Michael Kors,39.914404,-86.107287,4.0,6,1
WYYdQDjx-DsCanlP0DpImQ,J Sushi,39.9470334,-75.1574339,4.5,72,0
U2htB9qk4hOXCdkccvvW0Q,D's Toys,39.7291579,-86.1544775,5.0,5,1
aNtKyc2rr-uK5cqzY9TVQQ,Chipotle Mexican Grill,27.894167,-82.779866,3.0,19,1
yv6kSKxDdZTsvHL25K-U2g,Nash Painting,36.142642,-86.7708619,4.5,45,1
hUQ9Z7kQeabvhPOAQOVV1A,Rathbone Mansions,29.9670548,-90.0658282,3.5,67,1
t5tBd4p7BA7hNDitBUXxrw,Boise Therapeutic Massage Center,43.6119488,-116.2711098,4.0,68,1
oCFcoyGx2VRZ8MHXEsV8tQ,Giant Food Store,39.877374,-75.394007,2.5,10,0
FC6ef4rMMZKNov_-A9M6iQ,TD Bank Havertown,39.985661,-75.3148439,1.5,6,1
X_E7U2lVNEwbH_gpOBmAHQ,Cerveza Jack's,36.162799,-86.776016,4.0,182,1
EYA514FX4H8MwvFjv2ORQA,Carsmetics,27.8931855254,-82.6876049487,4.5,30,1
G4lRmwDHdvhZAhmtlsYYBw,Wendy's,36.112075744,-86.7674462724,1.5,37,1
DTUfAthScapCGnOnnLUhPA,Stitchers' Dream,40.0978388,-75.1558378,3.5,9,0
DcUDIlxFsvqPvFh8_lb4Sw,Lott's Service,39.973753,-74.995949,1.5,8,1
zs4d4DqSp5zh3HGFh-PiiQ,Something Special,36.0982798,-86.8714149,2.5,21,1
BxhkoR6cscJwwex8gx31OA,Bar-B-Cutie,36.296536,-86.700179,3.5,40,1
2oxrOO3c9_mQmqM9kwEm9Q,Total Access Urgent Care,38.568086,-90.475388,3.5,6,1
Ms5xG8i4p80KSMcF3tt4ug,Sal DeForte's Ristorante,40.2668877,-74.8056572,4.0,52,1
yswijv6wP2fKbMqAiEZ0vw,Reno Bighorns,39.5309239,-119.8122604,5.0,6,0
m9ncuZp0nEVhIwu24G-HRw,CVS Pharmacy,39.7371,-86.1391,2.5,10,1
QZU7TcrztBb3tXaPbVCkXg,805 Ink,34.4241297,-119.7053211,4.5,68,1
l6VYP8AxIoW6U52aDo8fXg,HMV Superstore,53.5114948,-113.6450474,4.0,24,0
wMAxTyExktVtfyqKAfApbA,Tuffy Tire & Auto Service Center,28.0458684582,-82.515059,4.0,16,1
E-nhxuu3zbt02oCj_1AFng,Selah,32.2280919,-110.9698038,5.0,60,1
vvE3HVfxlx9UYctKPr0dbw,Inspired By Purpose Wellness Center & Yoga Studio,39.5174106,-119.7783471,4.5,9,1
JnbSkfsl_j2dUoHncBTonA,Collision XS,38.5022786,-90.00616971,4.5,6,1
5BYQP7i7ckUlgSzX4Yhnmw,A-1 Expert Cleaning Services,40.1502639,-74.8448876,5.0,5,1
xAAhPuZ8FG6OlvAw5m1BVQ,Willard Park,39.7667851,-86.12748,3.5,5,1
DfGNZQsCe9k2BxazCf0p6g,Reno Family Chiropractic,39.5576887,-119.791299,4.5,19,1
07JLsUInZr5OSiYH2XVi4g,Elegance African Hair Braiding,39.9690954,-75.2255953,2.0,8,1
hPAmGKnDqummngSTOJN_8g,Timber Creek Park,39.831468,-75.058986,4.5,86,1
ORL4JE6tz3rJxVqkdKfegA,Gaylord Opryland Resort & Convention Center,36.2115923083,-86.6943191727,3.0,1639,1
1GnJDrpp-jyDRCptavD9RQ,Rita's Italian Ice,39.8649175,-75.4275762,4.0,7,1
jkY8aotwcAlSHCgoZrF49w,Bay Area Appliance,27.9251193,-82.7959877,1.0,5,0
YD_eZ4TaFrHYRrJVzOXHfw,Passport Health,38.6361966,-90.3457542,1.5,11,1
P10BsKUeoeCeVoK4BS2u0w,Trust Me BBQ,27.8652573,-82.3260903,4.0,29,0
7Du9oW73YcYFmXdtU5aiSg,Kinjo's Japanese Restaurant,27.7972626,-82.7339127,3.5,17,0
h_qlv6CIXGVurFOhFQ945w,Tim Hortons,53.5599789914,-113.6162690363,3.5,6,1
QjV4v7q_pt7tt3K1US7IHg,PDQ Temple Terrace,28.0548882706,-82.3995484,3.0,5,1
LGqiubTmpJ-A1L5n7dmc6g,Domino's Pizza,29.8753202,-90.045817,1.5,14,0
FTFtoylMzkrzqNVSl-bkKw,Giant Food Stores,39.9565280024,-75.178013742,4.0,19,1
59jkCUm4yHciKL1KW_1HJA,Roma Pizza & Italian Eatery,40.2295269733,-75.1310898382,2.5,25,1
AzwiKZjVqHOxLaYtPAx8lA,Target,40.076229,-75.155305,2.5,37,1
yM8LlTInbQH4FwWC97lz6w,McDonald's,38.6124951839,-90.2219420671,1.5,100,1
tVdJ7CgBGAQ_nLomYXbB-Q,Cunningham Pest Control,39.9727224,-75.3154587,5.0,5,1
x8KYhsxbufQiYIK-4MRzHQ,West Coast Roofing,32.2104465,-110.9535711,2.0,13,1
3S9GYtMOYhbZl4MMPOHT0Q,The Handlebar Boise,43.62001,-116.21279,4.5,34,1
znL4YrNbA2uwOQ3CchkmEA,Seaview Condominiums,27.798503,-82.7987502,4.5,8,1
CtMEJxpVMlNzFpB4PtFjfA,Aussie Grill,28.192191035,-82.396367,4.0,75,1
O1oZpbZNDMH_gz8DhsZCdA,Wendy's,40.012141,-75.1150148,1.5,15,1
vPcfJ3rm3NpdqVDod2WxLA,China Pearl,40.2177843,-74.9265858,1.5,27,1
HI4_NqeHMJOnMoVFNxaFyA,1-Hour Auto Glass,32.3475108,-111.0165608,3.5,21,1
pmuuoDqNZp7518AUd-YmPA,Bagelicious - King Of Prussia,40.1124813,-75.3799748,3.5,60,1
EDNYAyVc_WFhM3CD6QVD4A,Ottewell Animal Clinic,53.525585,-113.427076,4.0,13,1
tyJwgMRwo21wLUsga_RkQw,Blue Water Dental Care,39.5062237,-119.8167371,4.0,10,1
2dlQX5sP9X6Dlm1MmNOlSw,ReAnimator Coffee,39.9764555,-75.1270254,4.0,105,1
IYlUaKC9nICjiWdk-ShPlg,Bub's Cafe,39.976614,-86.130124,4.0,175,0
8oi1Gm7XLyK31Y3N3Wp2Ig,A & A Complete Services,38.3935,-90.0107,1.0,11,1
hdRtVNk-G9Ep4eaHPKXmfA,Carpet One Floor & Home,32.4058647729,-110.949274038,4.0,7,1
tSFXJ0GFl5iUdy021YgWLw,The Mad Griddle ,39.781126,-86.1241235,5.0,7,1
UoKkgWmE9-c3wbWwO4VAVQ,Beaver Hill Condominium,40.094306,-75.1352466,3.0,5,1
Nh1rc9aSeO-Y5lYmXVS6CA,Quality Inn Nashville Downtown - Stadium,36.1688337591,-86.766910851,2.0,53,1
r_8FZXRkGoc5QNbTOAIftA,MDG Salon Studio,39.7725103235,-86.1626825258,4.5,85,0
ZU6NodDOWaabGkeNpOWdXw,530 Pub & Grill,27.9657471097,-82.7989008,4.5,6,1
LVYAXWQB3t7tdwWteyjfhw,Option 1 Barber Shop,27.9987001903,-82.5822531301,4.0,16,0
mq5Z9X7yxgyApILQ11niNw,Wendy Warner- Medicine In Balance,40.1884442241,-74.8773210502,3.0,7,1
X0V_PdBTS_SwNxMY2795ZA,Toys R Us,32.2226061,-110.877255,3.5,12,0
ONUZertKOOImiyQG66Z7Tg,Zakian Rug Cleaning,39.9791075,-75.2177555,3.5,26,1
ULReFPrCIDRbGKwP3ZsHwg,Eddie's Southtown Donuts,38.5857552,-90.2768425,4.5,55,1
25Uww0C0wvF9CZ_3B6vWtA,Enjoy The Mountain,34.4143420056,-119.6873324599,4.5,48,1
rCoWa-C7Os51GjFkCnFlVw,Rite Aid,39.852159,-74.98264,4.5,6,1
Dtuf4vD0znzwJW9vk3iTNw,Tomo Japanese Steakhouse and Sushi Bar,39.8887246,-86.1212129,4.0,246,1
8c0r7olQSYGcws0bTd3ikw,Zesty Tsunami,28.2502179787,-82.6824409515,4.0,5,0
QU-X2Pijwd4SitfYXoZWMQ,Mason's Tree Service,39.9606643,-75.6054882,3.0,9,1
Ucl9Vo5lwrUmYbV8Dv8X5g,O'Briens Irish Pub,28.09236,-82.500588,4.0,108,1
cSeA6pC9JUlGfz-RNfvnGw,Midwest RV Center,38.4641559029,-90.3716691032,4.0,33,1
WdrpkH-q7FQY5nclmPfoDQ,"Daniel Colombo , MD",39.4289221,-119.754142,4.0,7,1
xF9r1XbMvEOsJeHlmFhIvw,Weddings in Santa Barbara,34.3982982,-119.725931,5.0,13,1
6BF3eaIzHtoNHSxKTFnTyg,Mister B's Cigar Box,39.7627741475,-86.3793863588,3.5,13,1
wjyUxHxkrvUvCOVqy4g_wg,Oscar's Cafe,38.704765,-90.299811,4.0,11,0
do6EpBc7ZUoaqdzuUuGFXA,Jim's Auto Detailing,40.0475203,-75.4091453,4.5,8,1
4IcB3QyMEA85UTWFKh9O9A,Eat Mah Taco @ Pal's Lounge,29.976762,-90.086423,4.5,8,0
_mf0QKI1Jlk8zRinr-56FA,Jaguar Nashville,36.0360616142,-86.7973280942,5.0,10,1
h_3oLlQ_CFohwlzsrSZ6xQ,The Waxing Queen Of Tucson,32.2218494,-110.92845,4.5,17,1
Y6heWJJ9AmEL58fZwgi9YQ,Rosati's Pizza,32.3387235226,-111.0303098651,4.0,58,1
bTve2mwLk5Zc01vRKqc2KQ,Red Hook Coffee & Tea,39.9385518,-75.1496356,4.5,183,1
7FHjj04Wy2aqXl22NA_C0g,Aldi,39.9250893,-86.0342432,4.0,18,0
TF6QZYUR5atqBEFnHP5bOw,The UPS Store,39.4369354248,-119.7573776245,3.5,27,1
WveinioyAZg3dtt0zHsyHA,99 Cents Only Stores,32.193246,-110.839627,4.0,17,1
D9Xez9uOSM4DgSjSTywq7w,King of Jewelers,39.9489024,-75.153854,4.0,5,1
6czqMScx8MRDirv7fxX7pw,Frankie's Fruit Bar,39.4928018965,-119.7929971762,4.5,34,1
bi3SICnYEuFC7Cihyqz8Nw,Thach Used Tires,27.9232395,-82.402873,5.0,5,1
xbRbvXSAVZBEwaUUn3mzbg,Lee Roy Selmon's,28.0787347875,-82.5063104158,3.5,42,0
qb5pyP6XOS8K2uuC4eQHmQ,Union on Fletcher,28.0699667,-82.4187315,2.5,8,1
CWE-NfyMgi28ePUiansSdQ,Jim's Appliance & Furniture,43.6072576,-116.2127303,3.5,24,1
uDQgmudYDKiB6n4vwbEeDg,Chrysalis,35.9565328581,-86.8027199385,4.5,112,1
MyE_zdul_JO-dOHOug4GQQ,Watson Adventures Scavenger Hunts,40.1197128,-75.0097103,3.0,8,1
v5kwdvmg-J8g-ll0nkc3Sw,The Libertine Liquor Bar,39.7672488945,-86.1567753553,4.0,208,0
8p9euqoMCbT4AIL_Fgqb0g,Ballistic Fabrication,32.2792548,-111.0095518,4.0,5,1
bqmX882_6AxVA_uHEQ70sQ,Shanghai Station,39.9516153765,-75.2033457223,4.0,46,0
my0bmPD5dgDFE1ia__LNlw,Nails & Beauty Lounge,27.9371659,-82.2699586,3.5,84,1
8ThWgxiTB83nrIGbZQnNBg,Creature Comforts Pet Sitting,40.0021177,-75.3004009,5.0,10,1
TzrA1TsKMKbrZBkw3q6DEQ,Scout's Treat Truck,39.904342,-86.0631561,4.5,20,1
Edg22x3CZkIv0GUib2oEFA,Mellow Mushroom,29.9486236188,-90.1312502816,3.5,149,0
VVvUBlc_WIEb8obKGq39dA,Four Green Fields,27.9803985924,-82.5377866183,4.5,39,1
FR5xx5YEzxAnoMdqGl7vRQ,Anytime Fitness,29.9991154,-90.0607732,3.0,6,1
py5aKmlTB2NarfsfcOpHOQ,Cafe Con Leche,27.9767745,-82.5374233,2.5,55,1
jL_NufxqXi-BpW5uXKsPwQ,CVS Pharmacy,40.0612774187,-75.2372046062,3.0,11,1
